ID,SRID,First_Name,Last_Name,Address,City,State / County / Province,Zip / Post Postal,Country,Phone1,Phone2,email,TimeZone,Languages,BankName,BankAccountNumber,BankSWIFTCode,NumberOfTimesRequested,TimesConnected,AmountPaid
976,SR00000476,Onita,Milbrandt,93 Bloomfield Ave #829,Wagga Wagga South,NS,2650,Australia,02-1157-3829,0485-105-744,onita.milbrandt@milbrandt.com.au,GMT+10,7,,,,,,
977,SR00000477,Jessenia,Sarp,5775 Mechanic St #517,Wansbrough,WA,6320,Australia,08-8878-5994,0422-775-760,jsarp@hotmail.com,GMT+9:30,7,,,,,,
978,SR00000478,Tricia,Peressini,3 Industrial Blvd,Pintharuka,WA,6623,Australia,08-4326-1560,0484-192-990,tperessini@yahoo.com,GMT+9:30,6,,,,,,
979,SR00000479,Stephaine,Manin,8202 Cornwall Rd,Eumundi,QL,4562,Australia,07-2031-6566,0438-847-885,stephaine_manin@yahoo.com,GMT+10,"6,4",,,,,,
980,SR00000480,Florinda,Gudgel,53597 W Clarendon Ave,Halton,NS,2311,Australia,02-2501-8301,0444-376-606,fgudgel@gudgel.com.au,GMT+10,5,,,,,,
981,SR00000481,Marsha,Farnham,577 Cleveland Ave,Glenmore Park,NS,2745,Australia,02-5402-8024,0470-386-894,marsha@farnham.com.au,GMT+10,9,,,,,,
982,SR00000482,Josefa,Oakland,259 1st Ave,Mccutcheon,QL,4856,Australia,07-5404-6221,0493-826-469,josefa_oakland@oakland.com.au,GMT+10,4,,,,,,
983,SR00000483,Deeann,Nicklous,79 Mechanic St,Pimpimbudgee,QL,4615,Australia,07-6382-5073,0440-980-784,deeann_nicklous@gmail.com,GMT+10,9,,,,,,
984,SR00000484,Jeannetta,Vonstaden,269 Executive Dr,Ilford,NS,2850,Australia,02-8222-9319,0435-530-318,jvonstaden@gmail.com,GMT+10,"9,5",,,,,,
985,SR00000485,Desmond,Amuso,79 Runamuck Pl,Caparra,NS,2429,Australia,02-1706-8506,0427-106-677,desmond@hotmail.com,GMT+10,4,,,,,,
986,SR00000486,Trina,Bakey,31 Guilford Rd #7904,Duaringa,QL,4712,Australia,07-5922-1983,0495-376-112,tbakey@bakey.com.au,GMT+10,3,,,,,,
987,SR00000487,Ramonita,Picotte,504 Steve Dr,Weston,NS,2326,Australia,02-4360-8467,0479-654-997,ramonita_picotte@yahoo.com,GMT+10,5,,,,,,
988,SR00000488,Temeka,Bodine,407 E 57th Ave,Clunes,NS,2480,Australia,02-2581-7479,0452-835-388,temeka.bodine@gmail.com,GMT+10,8,,,,,,
989,SR00000489,Bea,Iida,72 W Ripley Ave,Oakey,QL,4401,Australia,07-6984-9278,0493-653-304,bea_iida@iida.net.au,GMT+10,"2,2",,,,,,
990,SR00000490,Soledad,Mockus,75 Elm Rd #1190,Barton,AC,2600,Australia,02-1291-8182,0444-126-746,soledad_mockus@yahoo.com,GMT+10,3,,,,,,
991,SR00000491,Margurite,Okon,32 Broadway St,Lanena,TA,7275,Australia,03-9721-7313,0442-360-982,margurite.okon@hotmail.com,GMT+10,5,,,,,,
992,SR00000492,Artie,Saine,41 Washington Blvd,Cora Lynn,VI,3814,Australia,03-3457-2524,0433-550-202,artie_saine@yahoo.com,GMT+10,3,,,,,,
993,SR00000493,Major,Studwell,5 Buford Hwy Ne #3,Allora,QL,4362,Australia,07-1377-6898,0426-784-480,major@gmail.com,GMT+10,8,,,,,,
994,SR00000494,Veronika,Buchauer,6 Flex Ave,Willow Tree,NS,2339,Australia,02-4202-5191,0434-402-895,veronika.buchauer@buchauer.net.au,GMT+10,"1,1",,,,,,
995,SR00000495,Christene,Cisney,21058 Massillon Rd,Keilor Downs,VI,3038,Australia,03-3630-2467,0451-465-174,christene@hotmail.com,GMT+10,1,,,,,,
996,SR00000496,Miles,Feldner,28465 Downey Ave #4238,Barringun,QL,4490,Australia,07-8561-5894,0475-337-188,miles@hotmail.com,GMT+10,5,,,,,,
997,SR00000497,Julio,Mikel,2803 N Catalina Ave,Pilliga,NS,2388,Australia,02-6995-9902,0464-594-316,julio.mikel@mikel.net.au,GMT+10,4,,,,,,
998,SR00000498,Aide,Ghera,22 Livingston Ave,Rhodes,NS,2138,Australia,02-3738-7508,0443-448-467,aide.ghera@ghera.com.au,GMT+10,6,,,,,,
999,SR00000499,Noelia,Brackett,403 Conn Valley Rd,Castletown,WA,6450,Australia,08-3773-3770,0454-135-614,noelia@brackett.net.au,GMT+9:30,"5,6",,,,,,
1000,SR00000500,Lenora,Delacruz,5400 Market St,Turill,NS,2850,Australia,02-7862-5151,0454-434-110,lenora@delacruz.net.au,GMT+10,2,,,,,,
1251,SR00000501,Meghann,Mamudoski,7675 N Solano Dr,Hebbville,NS,B4V 7A2,Canada,902-348-8759,902-216-8117,meghann@cox.net,GMT-5,2,,,,,,
1252,SR00000502,Latanya,Mattia,8229 S Washington Ave,Portage la Prairie,MB,R1N 3T4,Canada,204-649-9481,204-615-1776,lmattia@yahoo.com,GMT-6,7,,,,,,
1253,SR00000503,Chandra,Firlik,686 S Dupont Hwy,Oshawa,ON,L1J 8H1,Canada,905-451-3719,905-979-1749,chandra@gmail.com,GMT-5,9,,,,,,
1254,SR00000504,Barney,Dewer,88 Norris Ave #2,Bedford,NS,B4A 3V5,Canada,902-287-1148,902-440-9745,bdewer@gmail.com,GMT-5,"8,6",,,,,,
1255,SR00000505,Ocie,Chreene,72 W Hampden Ave,Orleans,ON,K1E 2C8,Canada,613-756-9548,613-565-6742,ocie.chreene@aol.com,GMT-5,7,,,,,,
1256,SR00000506,Precious,Dubray,846 Middletown Blvd #427,Orillia,ON,L3V 4N5,Canada,705-607-6992,705-628-6331,precious.dubray@dubray.com,GMT-5,5,,,,,,
1257,SR00000507,Sanda,Laramie,5181 N Alma School Rd,Dawson Creek,BC,V1G 1Y2,Canada,250-700-8923,250-902-6776,slaramie@laramie.org,GMT-8,6,,,,,,
1258,SR00000508,Gaynell,Benavente,71 W Indian School Rd,Thunder Bay,ON,P7E 2H1,Canada,807-284-2501,807-395-1502,gaynell@hotmail.com,GMT-5,3,,,,,,
1259,SR00000509,Bethanie,Cutsforth,5 Victory Ave,Cambridge,ON,N1S 2S8,Canada,519-328-4250,519-260-7499,bethanie_cutsforth@cutsforth.org,GMT-5,"3,2",,,,,,
1260,SR00000510,Yvette,Capiga,33 Broadway St #8539,Big Valley,AB,T0J 0G0,Canada,403-919-6456,403-642-8023,yvette.capiga@yahoo.com,GMT-7,6,,,,,,
1261,SR00000511,Alana,Blackmon,96 Hook Rd,Scarborough,ON,M1B 2S5,Canada,416-386-8947,416-983-4604,ablackmon@gmail.com,GMT-5,9,,,,,,
1262,SR00000512,Lakeesha,Beachel,1 Sw 72nd Ave,Chilliwack,BC,V2P 4W3,Canada,604-352-7502,604-776-5963,lakeesha_beachel@aol.com,GMT-8,4,,,,,,
1263,SR00000513,Ailene,Friedman,479 Commerce Park,Enterprise,NB,E7G 1M2,Canada,506-907-7068,506-631-8304,ailene@yahoo.com,GMT-5,6,,,,,,
1264,SR00000514,Valene,Madson,42 Main St,Alma,QC,G8B 7M5,Canada,418-646-3844,418-971-4887,valene@madson.org,GMT-5,"5,4",,,,,,
1265,SR00000515,Floyd,Bub,4701 N Cocoa Blvd,Toronto,ON,M4V 2Z2,Canada,416-557-9767,416-988-1063,fbub@bub.com,GMT-5,2,,,,,,
1266,SR00000516,Josue,Hatherly,755 135th St,Etobicoke,ON,M9W 1M9,Canada,416-337-2239,416-236-8860,jhatherly@hatherly.org,GMT-5,6,,,,,,
1267,SR00000517,Johnathon,Wadden,4714 S Main St,Peterborough,ON,K9J 3N7,Canada,705-646-2781,705-719-2693,johnathon_wadden@hotmail.com,GMT-5,2,,,,,,
1268,SR00000518,Kenneth,Drizin,2 Scott Blvd,Amos,QC,J9T 1S3,Canada,819-999-6396,819-572-9764,kdrizin@aol.com,GMT-5,5,,,,,,
1269,SR00000519,Leila,Titzer,9 Constitution Ave,Calgary,AB,T2X 2M9,Canada,403-733-8035,403-455-2552,leila_titzer@aol.com,GMT-7,"8,4",,,,,,
1270,SR00000520,Marquetta,Quinlisk,2965 Lake Lizzie Dr,Mont-Royal,QC,H3R 1G3,Canada,514-950-3156,514-450-3097,marquetta_quinlisk@aol.com,GMT-5,4,,,,,,
1271,SR00000521,Annamae,Beliles,8939 Merrill Field Dr,Burnaby,BC,V5G 4J9,Canada,604-877-2244,604-564-4259,abeliles@gmail.com,GMT-8,3,,,,,,
1272,SR00000522,An,Dosal,8 Leoole St #3,Drummondville,QC,J2B 3J9,Canada,819-324-8832,819-789-9431,adosal@hotmail.com,GMT-5,6,,,,,,
1273,SR00000523,Karina,Cortesi,901 Broughton Ave #7,Saint-Bruno,QC,J3V 5S1,Canada,450-252-9611,450-552-3691,karina_cortesi@hotmail.com,GMT-5,6,,,,,,
1274,SR00000524,Otis,Luong,263 L St #1255,Simcoe,ON,N3Y 2P6,Canada,519-739-4515,519-213-7571,oluong@gmail.com,GMT-5,"5,3",,,,,,
1275,SR00000525,Brendan,Kasperek,84 L St #98,Coquitlam,BC,V3E 2W1,Canada,604-947-9315,604-635-8588,brendan_kasperek@yahoo.com,GMT-8,9,,,,,,
1276,SR00000526,Keith,Evartt,973 El Camino Real,Derby Junction,NB,E1V 5B4,Canada,506-229-5393,506-807-4021,kevartt@evartt.com,GMT-5,9,,,,,,
1277,SR00000527,Paulina,Arand,5652 Wisconsin Ave,Winnipeg,MB,R2J 2V1,Canada,204-636-8766,204-682-9423,paulina_arand@cox.net,GMT-6,2,,,,,,
1278,SR00000528,Cherelle,Welschmeyer,2 Ramona Ave #6,Guelph,ON,N1E 5N9,Canada,519-322-9933,519-310-1688,cherelle@hotmail.com,GMT-5,6,,,,,,
1279,SR00000529,Percy,Neelon,901 Highway 74,Rimouski,QC,G5L 1N6,Canada,418-537-1430,418-991-9193,percy_neelon@cox.net,GMT-5,"9,2",,,,,,
1280,SR00000530,Margot,Storrs,237 S French Ave,Woodbridge,ON,L4H 2L8,Canada,905-309-5010,905-509-1001,mstorrs@cox.net,GMT-5,8,,,,,,
1281,SR00000531,Paris,Bellis,89 Parade St,Woodstock,ON,N4S 3K1,Canada,519-909-5933,519-291-1819,paris@gmail.com,GMT-5,3,,,,,,
1282,SR00000532,Sina,Masiejczyk,3067 W Wabansia Ave,Etobicoke,ON,M9C 5B4,Canada,416-369-7013,416-498-2476,smasiejczyk@cox.net,GMT-5,8,,,,,,
1283,SR00000533,Kimi,Selfe,2 W Kellogg Dr #5,Jonquiere,QC,G8A 1H7,Canada,418-795-3880,418-432-2714,kimi@cox.net,GMT-5,8,,,,,,
1284,SR00000534,Chun,Richrdson,3 Aiea Heights #660,Regina,SK,S4T 3L1,Canada,306-245-2534,306-697-2337,chun_richrdson@richrdson.org,GMT-6,"7,6",,,,,,
1285,SR00000535,Lelia,Thiemann,440 Town Center Dr,Kamloops,BC,V2B 7W6,Canada,250-671-3851,250-798-7786,lelia.thiemann@yahoo.com,GMT-8,6,,,,,,
1286,SR00000536,Cordell,Zinda,91 Argyle Rd,Sherbrooke,QC,J1H 6E3,Canada,819-508-6057,819-313-7350,cordell_zinda@cox.net,GMT-5,8,,,,,,
1287,SR00000537,Dorothy,Aitken,4 Hanover Pike,Mississauga,ON,L5V 1E5,Canada,905-554-3838,905-355-9556,dorothy.aitken@cox.net,GMT-5,4,,,,,,
1288,SR00000538,Chauncey,Mcelreath,615 Main St #3722,Vanier,ON,K1L 7E2,Canada,613-908-7090,613-591-2817,chauncey.mcelreath@yahoo.com,GMT-5,8,,,,,,
1289,SR00000539,Tenesha,Stropko,648 Waihona St #1152,Cardigan,NB,E6B 1L7,Canada,506-629-6209,506-306-3180,tenesha.stropko@aol.com,GMT-5,"2,4",,,,,,
1290,SR00000540,Anjelica,Lovero,689 S Steele St #1887,Amherst,NS,B4H 1K5,Canada,902-386-1443,902-411-6380,anjelica@lovero.org,GMT-5,1,,,,,,
1291,SR00000541,Olga,Adessa,8507 Upland St,Burlington,ON,L7P 4T1,Canada,905-775-6413,905-340-9290,oadessa@cox.net,GMT-5,9,,,,,,
1292,SR00000542,Monte,Tindal,577 Page Ave,Laval,QC,H7M 5P7,Canada,450-637-6499,450-285-2135,monte@cox.net,GMT-5,9,,,,,,
1293,SR00000543,Pamela,Mccoskey,6 West St #2,Terrebonne,QC,J6W 4W3,Canada,450-282-1236,450-585-2368,pamela.mccoskey@gmail.com,GMT-5,4,,,,,,
1294,SR00000544,Toshia,Lippoldt,7 Duluth St,Stoneham-Et-Tewkesbury,QC,G3C 0S2,Canada,418-759-7863,418-706-3704,toshia_lippoldt@aol.com,GMT-5,"7,4",,,,,,
1295,SR00000545,Polly,Sandusky,39 Logan Ave #9518,Hamilton,ON,L9A 4H9,Canada,905-705-6018,905-227-7818,polly.sandusky@cox.net,GMT-5,6,,,,,,
1296,SR00000546,Judy,Boerboom,384 N Main St,Paradise,NL,A1L 0H4,Canada,709-560-7848,709-591-5287,jboerboom@boerboom.com,GMT-3.5,1,,,,,,
1297,SR00000547,Celestine,Pritt,79 E 92nd St,Ottawa,ON,K1G 3B6,Canada,613-875-3120,613-291-6460,celestine_pritt@cox.net,GMT-5,3,,,,,,
1298,SR00000548,Murray,Fode,59 W Century Rd,Pointe-Claire,QC,H9R 5N9,Canada,514-921-5562,514-750-8459,mfode@yahoo.com,GMT-5,9,,,,,,
1299,SR00000549,Shoshana,Courter,8763 N Front St,Windsor,ON,N8Y 4T9,Canada,519-396-2906,519-248-6688,shoshana@courter.org,GMT-5,"7,4",,,,,,
1300,SR00000550,Glendora,Pezley,2 80e E #7867,Edmonton,AB,T5Y 3J7,Canada,780-508-2609,780-799-6593,glendora.pezley@cox.net,GMT-7,9,,,,,,
1301,SR00000551,Carlene,Kana,541 N 88th Ave,Brantford,ON,N3T 2H4,Canada,519-930-5055,519-842-4775,ckana@kana.com,GMT-5,7,,,,,,
1302,SR00000552,Adria,Gilliam,60 15th Ave,Hamilton,ON,L8N 2V6,Canada,905-563-9396,905-791-6993,adria_gilliam@cox.net,GMT-5,9,,,,,,
1303,SR00000553,Paola,Perkins,3951 Seaway Dr,Grande Prairie,AB,T8V 4G4,Canada,780-573-8903,780-404-4349,paola.perkins@aol.com,GMT-7,8,,,,,,
1304,SR00000554,Elina,Maury,2097 N Stonestreet Ave,North York,ON,M6M 3B1,Canada,416-582-4379,416-549-4416,elina.maury@hotmail.com,GMT-5,"6,6",,,,,,
1305,SR00000555,Emile,Dorio,264 Jefferson Hwy #83,Saint-Bruno,QC,J3V 4R8,Canada,450-529-3773,450-775-4103,edorio@cox.net,GMT-5,1,,,,,,
1306,SR00000556,Zoila,Lannigan,40 N Dean St,York,ON,M6N 3Z2,Canada,416-322-9207,416-344-1276,zlannigan@aol.com,GMT-5,2,,,,,,
1307,SR00000557,Yong,Yestramski,365 Zebra Pl,Brantford,ON,N3R 3C6,Canada,519-344-3979,519-322-6001,yong_yestramski@aol.com,GMT-5,6,,,,,,
1308,SR00000558,Leontine,Stalma,859 Franquette Ave,Simcoe,ON,N3Y 5H1,Canada,519-641-7145,519-623-8354,lstalma@stalma.org,GMT-5,8,,,,,,
1309,SR00000559,Troy,Dicus,58 Calle Arroyo,Trenton,ON,K8V 3Z2,Canada,613-938-7999,613-442-6727,troy_dicus@yahoo.com,GMT-5,"7,9",,,,,,
1310,SR00000560,Annamaria,Vanhuss,8348 1st Ave W,Dundas,ON,L9H 2C3,Canada,905-495-3301,905-988-1388,annamaria.vanhuss@cox.net,GMT-5,5,,,,,,
1311,SR00000561,Dorothea,Lowther,2763 Fort Campbell Blvd #7554,Sudbury,ON,P3E 2W9,Canada,705-793-4986,705-509-4817,dorothea_lowther@yahoo.com,GMT-5,3,,,,,,
1312,SR00000562,Marion,Letran,5670 Leonis Blvd,Gatineau,QC,J8Y 5Z4,Canada,819-966-7240,819-730-7626,marion_letran@cox.net,GMT-5,7,,,,,,
1313,SR00000563,Avery,Masso,6 Central Ave #664,Amherst,NS,B4H 1N1,Canada,902-588-8947,902-665-5755,avery.masso@hotmail.com,GMT-5,6,,,,,,
1314,SR00000564,Trinidad,Bredernitz,75 N Washington Ave,Lasalle,QC,H8N 1S9,Canada,514-561-2312,514-780-9059,trinidad@yahoo.com,GMT-5,"6,9",,,,,,
1315,SR00000565,Herminia,Penso,880 W South Water Market,Fort McMurray,AB,T9H 3A8,Canada,780-740-5294,780-702-4324,hpenso@cox.net,GMT-7,9,,,,,,
1316,SR00000566,Val,Bigaud,42 N 16th St #620,Montreal,QC,H2C 3A1,Canada,514-726-2573,514-233-5869,val_bigaud@aol.com,GMT-5,8,,,,,,
1317,SR00000567,Renay,Oviedo,873 E Cumberland St,North York,ON,M6B 3Y3,Canada,416-336-6767,416-797-3846,renay.oviedo@oviedo.com,GMT-5,1,,,,,,
1318,SR00000568,Buck,Kotow,863 Mcgilchrist St Se,Thunder Bay,ON,P7E 2H1,Canada,807-668-2676,807-348-1562,buck_kotow@aol.com,GMT-5,4,,,,,,
1319,SR00000569,Toi,Rollison,2 S Church St,Terrebonne,QC,J6W 1M9,Canada,450-714-2875,450-600-2803,toi_rollison@rollison.com,GMT-5,"3,10",,,,,,
1320,SR00000570,Shanice,Pennel,31 N Canal St,Kingston,ON,K7L 2Y7,Canada,613-850-3405,613-270-1965,shanice.pennel@pennel.org,GMT-5,9,,,,,,
1321,SR00000571,Oliva,Ramerez,8688 Manning Blvd #547,Calgary,AB,T2C 1W4,Canada,403-690-1059,403-350-8194,oramerez@yahoo.com,GMT-7,1,,,,,,
1322,SR00000572,Tamera,Crocker,652 Pacific Hwy,Edmonton,AB,T5C 3M1,Canada,780-833-7024,780-277-9997,tcrocker@cox.net,GMT-7,8,,,,,,
1323,SR00000573,Melvin,Rather,8794 34th Ave,Drummondville,QC,J2B 3S8,Canada,819-418-3496,819-482-5865,melvin.rather@aol.com,GMT-5,6,,,,,,
1324,SR00000574,Essie,Fitzke,9 3rd St,Welshpool,NB,E5E 1G8,Canada,506-785-2719,506-849-4017,essie_fitzke@fitzke.org,GMT-5,"6,1",,,,,,
1325,SR00000575,Shay,Knieper,571 Maiden Ln #7,Brossard,QC,J4X 1J9,Canada,450-806-3050,450-206-4846,shay.knieper@gmail.com,GMT-5,5,,,,,,
1326,SR00000576,Ruby,Sensibaugh,637 Wright Rd,Coquitlam,BC,V3K 2P4,Canada,604-553-2468,604-317-7478,ruby@sensibaugh.com,GMT-8,5,,,,,,
1327,SR00000577,Caren,Doscher,1770 Mission Ave,Calgary,AB,T3H 2S3,Canada,403-344-3614,403-519-4344,cdoscher@doscher.org,GMT-7,7,,,,,,
1328,SR00000578,Frank,Amend,2583 Lincoln Blvd,Cambridge,ON,N1S 1A7,Canada,519-823-9369,519-225-9969,frank@yahoo.com,GMT-5,9,,,,,,
1329,SR00000579,Lasandra,Frisinger,1 Highway 71 S,Abbotsford,BC,V2S 2G5,Canada,604-210-7413,604-366-8983,lfrisinger@cox.net,GMT-8,"4,9",,,,,,
1330,SR00000580,Sommer,Frere,1309 Pitney Rd,Saint-Hubert,QC,J3Y 4R3,Canada,450-777-9643,450-890-4500,sfrere@yahoo.com,GMT-5,8,,,,,,
1331,SR00000581,Gretchen,Mckeon,809 W Bayshore Rd,Trail,BC,V1R 4Y2,Canada,250-617-7197,250-339-8016,gretchen.mckeon@gmail.com,GMT-8,6,,,,,,
1332,SR00000582,Providencia,Marien,83 Magnavox Way,Ottawa,ON,K2C 2V1,Canada,613-256-5226,613-926-6903,providencia.marien@marien.com,GMT-5,4,,,,,,
1333,SR00000583,Lindsey,Arnoldi,87 Via Contenta,West Kelowna,BC,V1Z 2J2,Canada,250-387-4636,250-720-2097,larnoldi@arnoldi.com,GMT-8,6,,,,,,
1334,SR00000584,Romana,Riesgraf,986 Whitaker Way,Moncton,NB,E1A 6P3,Canada,506-310-3728,506-411-4545,romana_riesgraf@hotmail.com,GMT-5,"8,3",,,,,,
1335,SR00000585,Nobuko,Logwood,612 York St,Sarnia,ON,N7V 3X4,Canada,519-739-4745,519-909-5200,nobuko.logwood@cox.net,GMT-5,2,,,,,,
1336,SR00000586,Shawnna,Arredondo,4 N Brand Blvd,Orleans,ON,K4A 0V9,Canada,613-996-1062,613-366-7946,sarredondo@arredondo.com,GMT-5,4,,,,,,
1337,SR00000587,Doyle,Hathcox,48 Market St,Prince George,BC,V2M 1K4,Canada,250-227-4140,250-403-8074,doyle.hathcox@aol.com,GMT-8,7,,,,,,
1338,SR00000588,Jacinta,Deppen,1458 W Henry St,Nelson,BC,V1L 1A7,Canada,250-203-5054,250-989-4833,jdeppen@cox.net,GMT-8,4,,,,,,
1339,SR00000589,Tawanna,Kuamoo,380 Main St,Matane,QC,G4W 3G6,Canada,418-734-9693,418-227-5560,tawanna_kuamoo@gmail.com,GMT-5,"2,2",,,,,,
1340,SR00000590,Christa,Cloutier,743 Wolfert Ave,Calgary,AB,T2L 2G4,Canada,403-461-2407,403-717-1591,ccloutier@hotmail.com,GMT-7,3,,,,,,
1341,SR00000591,Noe,Kotz,3878 Little John Way,Salt Spring Island,BC,V8K 2T5,Canada,250-901-1245,250-491-3336,nkotz@kotz.org,GMT-8,4,,,,,,
1342,SR00000592,Ellen,Fajen,32 Marguerite Pky,Edmonton,AB,T6A 0L9,Canada,780-720-7927,780-624-5869,ellen.fajen@aol.com,GMT-7,8,,,,,,
1343,SR00000593,Tequila,Pelletier,6173 Landmeier Rd,Richmond Hill,ON,L4C 9T5,Canada,905-692-6934,905-353-9085,tequila_pelletier@cox.net,GMT-5,3,,,,,,
1344,SR00000594,Tawny,Bonventre,5 Middletown Blvd,Richmond,BC,V6Y 1L9,Canada,604-632-4346,604-611-1211,tbonventre@aol.com,GMT-8,"4,3",,,,,,
1345,SR00000595,Rosalyn,Mcspedon,449 Oakwood Ave,Kingston,ON,K7K 3L3,Canada,613-362-7798,613-225-2285,rosalyn.mcspedon@mcspedon.org,GMT-5,3,,,,,,
1346,SR00000596,Noble,Miyata,7059 E Kilbourn Ave #252,Tillsonburg,ON,N4G 4Y4,Canada,519-346-6651,519-309-8584,noble_miyata@gmail.com,GMT-5,1,,,,,,
1347,SR00000597,Lucille,Hubbell,8 General Dr,Nanaimo,BC,V9R 4Z4,Canada,250-904-7361,250-296-3277,lhubbell@yahoo.com,GMT-8,4,,,,,,
1348,SR00000598,Azzie,Tuazon,5518 Whippany Rd,Oakville,ON,L6L 6V2,Canada,905-208-4039,905-788-7893,azzie.tuazon@hotmail.com,GMT-5,2,,,,,,
1349,SR00000599,Darci,Arau,2 Hill Rd,Trois-Rivieres,QC,G8Z 3J2,Canada,819-294-4679,819-777-6760,darci@cox.net,GMT-5,"5,1",,,,,,
1350,SR00000600,King,Suman,79 Lexington Ave #83,Chicoutimi,QC,G7J 4W9,Canada,418-470-4541,418-316-1403,king@cox.net,GMT-5,5,,,,,,
1351,SR00000601,Denny,Zeanah,339 W 1st St,Montreal,QC,H2Z 1P5,Canada,514-224-2722,514-928-4314,denny_zeanah@zeanah.com,GMT-5,4,,,,,,
1352,SR00000602,Anissa,Frayer,7635 Run Subdivision,Surrey,BC,V3X 2L5,Canada,604-925-4225,604-973-3843,afrayer@frayer.com,GMT-8,1,,,,,,
1353,SR00000603,Rosann,Heinricher,91 Nw 52nd Ave,Mirabel,QC,J7N 2E1,Canada,450-474-6397,450-357-6461,rosann_heinricher@heinricher.com,GMT-5,4,,,,,,
1354,SR00000604,Jeannine,Rippy,7767 W Central Ave #2,Truro,NS,B2N 6J6,Canada,902-811-1450,902-423-9598,jeannine_rippy@rippy.com,GMT-5,"6,2",,,,,,
1355,SR00000605,Lashaun,Casteneda,894 Feather River Blvd,Edmonton,AB,T6L 4W9,Canada,780-751-5370,780-433-1426,lashaun.casteneda@casteneda.com,GMT-7,2,,,,,,
1356,SR00000606,Miesha,Walen,2 Executive Blvd,Espanola,ON,P5E 1C1,Canada,705-646-4992,705-887-2415,miesha@aol.com,GMT-5,1,,,,,,
1357,SR00000607,Marva,Kountz,1 N Main St #16,Etobicoke,ON,M9A 0A5,Canada,416-494-3939,416-280-4764,marva@gmail.com,GMT-5,4,,,,,,
1358,SR00000608,Dion,Lamastus,44 S Highland Dr,Albanel,QC,G8M 3P2,Canada,418-212-6756,418-702-5515,dion_lamastus@lamastus.com,GMT-5,9,,,,,,
1359,SR00000609,Hassie,Sarkin,958 Airline Dr,Valley,NS,B6L 2X2,Canada,902-210-1513,902-488-5113,hassie_sarkin@aol.com,GMT-5,"6,8",,,,,,
1360,SR00000610,Jin,Perry,18 Cameron St,Etobicoke,ON,M9C 2W4,Canada,416-463-6411,416-752-6995,jin_perry@gmail.com,GMT-5,4,,,,,,
1361,SR00000611,Demetra,Peth,79 E Jackson St,Sherbrooke,QC,J1K 1C5,Canada,819-858-7901,819-901-7854,demetra_peth@aol.com,GMT-5,5,,,,,,
1362,SR00000612,Irene,Benauides,45 19th St,Lyttleton,NB,E9E 1Y1,Canada,506-251-3150,506-991-8808,irene.benauides@gmail.com,GMT-5,9,,,,,,
1363,SR00000613,Colton,Pesqueira,305 Industrial Blvd,Oakville,ON,L6H 6M8,Canada,905-796-8265,905-477-4223,cpesqueira@hotmail.com,GMT-5,4,,,,,,
1364,SR00000614,William,Cilento,1434 Ash St,Trochu,AB,T0M 2C0,Canada,403-251-6126,403-444-7192,william.cilento@gmail.com,GMT-7,"8,6",,,,,,
1365,SR00000615,Shannan,Cupit,6 S San Marcos Rd,North York,ON,M2N 2B8,Canada,416-266-5891,416-311-5786,shannan@cox.net,GMT-5,5,,,,,,
1366,SR00000616,Shelba,Kast,56 Washington Rd,Halifax,NS,B3K 2C1,Canada,902-654-7334,902-472-5783,shelba.kast@yahoo.com,GMT-5,8,,,,,,
1367,SR00000617,Dorcas,Diebold,8899 E Slauson Ave,Mississauga,ON,L5M 4A7,Canada,905-860-8703,905-269-7682,dorcas_diebold@diebold.com,GMT-5,1,,,,,,
1368,SR00000618,Rochell,Wetherby,142 E 57th Ave #2,Amqui,QC,G5J 1E2,Canada,418-362-9768,418-405-7721,rwetherby@wetherby.org,GMT-5,2,,,,,,
1369,SR00000619,Amber,Windell,41 Augusta Hwy,Richmond,BC,V6X 3S2,Canada,604-864-2113,604-902-5812,amber.windell@cox.net,GMT-8,"3,7",,,,,,
1370,SR00000620,Stefanie,Prinkey,985 Joyce St,Surrey,BC,V3R 4T5,Canada,604-833-9067,604-290-6830,stefanie_prinkey@prinkey.org,GMT-8,6,,,,,,
1371,SR00000621,Kenia,Sharples,611 Grand Ave,Calgary,AB,T2J 1Y3,Canada,403-341-7208,403-217-4166,kenia_sharples@hotmail.com,GMT-7,3,,,,,,
1372,SR00000622,Jacquline,Libbey,647 S Rainbow Blvd Bldg #4577,Cap-aux-Meules,QC,G4T 1M6,Canada,418-682-7368,418-860-7541,jacquline@cox.net,GMT-5,8,,,,,,
1373,SR00000623,Lavina,Michelet,2719 N Delaware St,Anjou,QC,H1M 1X5,Canada,514-842-3549,514-309-7294,lavina.michelet@michelet.org,GMT-5,3,,,,,,
1374,SR00000624,Billi,Kazar,71 Linden Ave,Surrey,BC,V3W 9G2,Canada,604-458-2387,604-624-1119,bkazar@hotmail.com,GMT-8,"7,8",,,,,,
1375,SR00000625,Aron,Leuthold,9 Park St,Chilliwack,BC,V2P 3X4,Canada,604-637-3549,604-910-5870,aron_leuthold@leuthold.com,GMT-8,3,,,,,,
1376,SR00000626,Annice,Tartar,430 State Route 10 #7548,Sherbrooke,QC,J1N 0H6,Canada,819-342-1651,819-685-5153,atartar@cox.net,GMT-5,7,,,,,,
1377,SR00000627,Hyun,Zarazua,8718 N 13th Ave,Chatham,ON,N7L 5C4,Canada,519-287-4120,519-450-3369,hyun_zarazua@cox.net,GMT-5,6,,,,,,
